strain	virus	date	region	country	division	location	pangolin_lineage	GISAID_clade
hCoV-19/Colombia/VAC-SYNLAB-31292985/2022	ncov	2022-08-03	South America	Colombia	Valle del Cauca	Cali	BA.5.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-24619914/2022	ncov	2022-08-03	South America	Colombia	Valle del Cauca	Jamundi	BA.4.1	GRA
hCoV-19/Colombia/CAU-SYNLAB-14877694/2022	ncov	2022-08-04	South America	Colombia	Cauca	Popayan	BA.5.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1136880141/2022	ncov	2022-08-05	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1113645618/2022	ncov	2022-08-05	South America	Colombia	Valle del Cauca	Palmira	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-16467747/2022	ncov	2022-08-05	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-LP8532627/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.2	GRA
hCoV-19/Colombia/RIS-SYNLAB-1037576016/2022	ncov	2022-08-05	South America	Colombia	Risaralda		BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-N8985915/2022	ncov	2022-08-06	South America	Colombia	Valle del Cauca	Cali	BA.5.2.28	GRA
hCoV-19/Colombia/VAC-LCSS-16236665/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCSS-31228634/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.4.6.5	GRA
hCoV-19/Colombia/VAC-LCSS-6070762/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-1144056465/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.4.6.5	GRA
hCoV-19/Colombia/VAC-LCSS-4506748/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-1113636559/2022	ncov	2022-08-03	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-LCSS-AR917546/2022	ncov	2022-08-04	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCSS-1144188171/2022	ncov	2022-08-05	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCSS-1144033463/2022	ncov	2022-08-06	South America	Colombia	Valle del Cauca	Jamundi	BA.4.1	GRA
hCoV-19/Colombia/VAC-Colcan-47427456/2022	ncov	2022-06-03	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-Colcan-1053791312/2022	ncov	2022-06-09	South America	Colombia	Valle del Cauca	Cali	BA.2.23	GRA
hCoV-19/Colombia/VAC-Colcan-1130681851/2022	ncov	2022-06-08	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-Colcan-1130599612/2022	ncov	2022-06-13	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-Colcan-38960883/2022	ncov	2022-06-17	South America	Colombia	Valle del Cauca	Cali	BA.2.12.1	GRA
hCoV-19/Colombia/VAC-Colcan-16705513/2022	ncov	2022-06-14	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-Colcan-1112956165/2022	ncov	2022-06-28	South America	Colombia	Valle del Cauca	Palmira	BA.4.1	GRA
hCoV-19/Colombia/VAC-Colcan-16691087/2022	ncov	2022-06-30	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-Colcan-1099363403/2022	ncov	2022-06-30	South America	Colombia	Valle del Cauca	Cali	BA.5.2	GRA
hCoV-19/Colombia/VAC-CSB-31947561/2022	ncov	2022-07-30	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CSB-34551810/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.5.1.30	GRA
hCoV-19/Colombia/VAC-LCSS-1118257473/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Palmira	BA.5.6	GRA
hCoV-19/Colombia/VAC-Colcan-16268829/2022	ncov	2022-06-11	South America	Colombia	Valle del Cauca	Palmira	BA.5.6	GRA
hCoV-19/Colombia/VAC-FVL-94479615/2022	ncov	2022-08-26	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-SYNLAB-14447539/2022	ncov	2022-08-31	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-e60240230/2022	ncov	2022-08-23	South America	Colombia	Valle del Cauca	Cali	BA.5.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-29096042/2022	ncov	2022-08-13	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-2501182/2022	ncov	2022-08-22	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1241442250/2022	ncov	2022-08-10	South America	Colombia	Valle del Cauca	Cali	BF.26	GRA
hCoV-19/Colombia/NAR-SYNLAB-67020644/2022	ncov	2022-08-09	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-1085317676/2022	ncov	2022-08-11	South America	Colombia	Narino	Pasto	BA.5.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-59313715/2022	ncov	2022-08-11	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/RIS-SYNLAB-16880801/2022	ncov	2022-08-09	South America	Colombia	Risaralda	Dosquebradas	BA.5.5	GRA
hCoV-19/Colombia/NAR-SYNLAB-52796337/2022	ncov	2022-08-17	South America	Colombia	Narino	Pasto	BA.4.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-16712389/2022	ncov	2022-08-23	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115071156/2022	ncov	2022-08-16	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1144069559/2022	ncov	2022-08-17	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-LCSS-1107041274/2022	ncov	2022-08-31	South America	Colombia	Valle del Cauca	Cali	BA.5.2	GRA
hCoV-19/Colombia/VAC-LCSS-72277009/2022	ncov	2022-09-08	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-30739171/2022	ncov	2022-08-25	South America	Colombia	Narino	Pasto	BA.5.6	GRA
hCoV-19/Colombia/RIS-SYNLAB-4576285/2022	ncov	2022-08-28	South America	Colombia	Risaralda	Santa Rosa de Cabal	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-8269638/2022	ncov	2022-09-03	South America	Colombia	Valle del Cauca	Cali	BA.5.1.30	GRA
hCoV-19/Colombia/VAC-CSB-37083431/2022	ncov	2022-09-08	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-31274517/2022	ncov	2022-09-09	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/CAU-SYNLAB-76306801/2022	ncov	2022-09-14	South America	Colombia	Cauca	Popayan	BA.5.2	GRA
hCoV-19/Colombia/VAC-CSB-16774070/2022	ncov	2022-09-14	South America	Colombia	Valle del Cauca	Cali	BA.5.6.1	GRA
hCoV-19/Colombia/VAC-CSB-94427543/2022	ncov	2022-09-14	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCO-29348807/2022	ncov	2022-09-05	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CI-66712608/2022	ncov	2022-09-08	South America	Colombia	Valle del Cauca	Cali	BA.5.2.9	GRA
hCoV-19/Colombia/VAC-LCSS-66831362/2022	ncov	2022-09-13	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-FVL-24325236/2022	ncov	2022-09-20	South America	Colombia	Valle del Cauca	Cali	BA.5.1.25	GRA
hCoV-19/Colombia/VAC-SYNLAB-66857496/2022	ncov	2022-08-23	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/NAR-IDSN-1007642332/2022	ncov	2022-01-31	South America	Colombia	Narino	Pasto	BA.5.2.1	GRA
hCoV-19/Colombia/CAU-CSB-1061764532/2022	ncov	2022-09-22	South America	Colombia	Cauca	Popayan	BA.5.2	GRA
hCoV-19/Colombia/VAC-LCO-nr938s2c1/2022	ncov	2022-09-05	South America	Colombia	Valle del Cauca	Cali	BA.5.1.2	GRA
hCoV-19/Colombia/VAC-LCO-29003297/2022	ncov	2022-09-25	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-LCSS-38862255/2022	ncov	2022-09-26	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-FVL-1144032127/2022	ncov	2022-09-21	South America	Colombia	Valle del Cauca	Cali	BA.4.6.5	GRA
hCoV-19/Colombia/VAC-FVL-52316905/2022	ncov	2022-09-26	South America	Colombia	Valle del Cauca	Cali	BA.5.1.22	GRA
hCoV-19/Colombia/VAC-LCSS-14989155/2022	ncov	2022-10-07	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-LCSS-31259049/2022	ncov	2022-10-07	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1130605678/2022	ncov	2022-10-05	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-FVL-1023532883/2022	ncov	2022-10-09	South America	Colombia	Valle del Cauca	Palmira	BA.5.2	GRA
hCoV-19/Colombia/VAC-SURA-8248387/2022	ncov	2022-10-01	South America	Colombia	Valle del Cauca	Cali	BA.5.6.1	GRA
hCoV-19/Colombia/QUI-LCSS-39725139/2022	ncov	2022-10-22	South America	Colombia	Quindio	Armenia	BQ.1.1	GRA
hCoV-19/Colombia/VAC-LCSS-6086777/2022	ncov	2022-10-23	South America	Colombia	Valle del Cauca	Cali	BQ.1.1.10	GRA
hCoV-19/Colombia/VAC-SYNLAB-31929148/2022	ncov	2022-10-18	South America	Colombia	Valle del Cauca	Cali	BA.5.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-38985408/2022	ncov	2022-10-18	South America	Colombia	Valle del Cauca	Cali	BA.5.2.9	GRA
hCoV-19/Colombia/VAC-SYNLAB-31244446/2022	ncov	2022-10-21	South America	Colombia	Valle del Cauca	Cali	BF.7.6	GRA
hCoV-19/Colombia/VAC-CSB-38977690/2022	ncov	2022-10-19	South America	Colombia	Valle del Cauca	Cali	CM.9	GRA
hCoV-19/Colombia/VAC-CSB-38562492/2022	ncov	2022-10-18	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-FVL-5197983/2022	ncov	2022-08-09	South America	Colombia	Valle del Cauca		BA.5.1	GRA
hCoV-19/Colombia/VAC-FVL-1047336529/2022	ncov	2022-08-12	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-FVL-39693182/2022	ncov	2022-08-16	South America	Colombia	Valle del Cauca	Cali	BA.5.2	GRA
hCoV-19/Colombia/VAC-CIC-14883701/2022	ncov	2022-07-19	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-IDIME-20255253/2022	ncov	2022-07-31	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-IDIME-94372015/2022	ncov	2022-08-02	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-IDIME-1094162913/2022	ncov	2022-08-01	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-IDIME-31478522/2022	ncov	2022-08-03	South America	Colombia	Valle del Cauca	Cali	BA.5.2	GRA
hCoV-19/Colombia/VAC-IDIME-1112229570/2022	ncov	2022-08-03	South America	Colombia	Valle del Cauca	Pradera	BA.4.1	GRA
hCoV-19/Colombia/VAC-IDIME-6199647/2022	ncov	2022-08-04	South America	Colombia	Valle del Cauca	Tulua	BA.5.1	GRA
hCoV-19/Colombia/VAC-LCO-14435208/2022	ncov	2022-08-20	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCO-1116253405/2022	ncov	2022-07-13	South America	Colombia	Valle del Cauca	El Cerrito	BA.5.1	GRA
hCoV-19/Colombia/VAC-LCO-5547806/2022	ncov	2022-07-10	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-LCO-1438021/2022	ncov	2022-07-13	South America	Colombia	Valle del Cauca	Bolivar	BA.5.1	GRA
hCoV-19/Colombia/VAC-LCO-1232788633/2022	ncov	2022-01-13	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/CAU-LCO-12123069/2022	ncov	2022-08-07	South America	Colombia	Cauca	Popayan	BA.5.6	GRA
hCoV-19/Colombia/VAC-LCO-41946828/2022	ncov	2022-08-04	South America	Colombia	Valle del Cauca	Palmira	BA.5.6	GRA
hCoV-19/Colombia/SAN-LCSS-63560132/2022	ncov	1905-07-14	South America	Colombia	Santander	Bucaramanga	BA.5.2	GRA
hCoV-19/Colombia/VAC-LCSS-1118256176/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-LCSS-29009355/2022	ncov	2022-08-25	South America	Colombia	Valle del Cauca	Cali	BA.5.2.9	GRA
hCoV-19/Colombia/NAR-Unilab-27118741/2022	ncov	2022-08-12	South America	Colombia	Narino	San Pedro de Cartago	BA.5.6	GRA
hCoV-19/Colombia/CAU-CSB-76317687/2022	ncov	2022-08-02	South America	Colombia	Cauca	Popayan	BA.5.1.30	GRA
hCoV-19/Colombia/VAC-CSB-43686217/2022	ncov	2022-09-02	South America	Colombia	Valle del Cauca		BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-66810621/2022	ncov	2022-08-31	South America	Colombia	Valle del Cauca		CA.1	GRA
hCoV-19/Colombia/VAC-CSB-94396380/2022	ncov	2022-08-25	South America	Colombia	Valle del Cauca		BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-31215380/2022	ncov	2022-08-25	South America	Colombia	Valle del Cauca		BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1144048597/2022	ncov	2022-08-31	South America	Colombia	Valle del Cauca		BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1150695608/2022	ncov	2022-08-30	South America	Colombia	Valle del Cauca		BA.4.6	GRA
hCoV-19/Colombia/VAC-CSB-1107091384/2022	ncov	2022-08-29	South America	Colombia	Valle del Cauca		BE.1	GRA
hCoV-19/Colombia/VAC-CSB-1130615495/2022	ncov	2022-08-09	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-CSB-1007509705/2022	ncov	2022-08-20	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-91234496/2022	ncov	2022-08-16	South America	Colombia	Valle del Cauca	Cali	BE.1	GRA
hCoV-19/Colombia/VAC-CSB-16823407/2022	ncov	2022-08-16	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-CSB-94332420/2022	ncov	2022-08-13	South America	Colombia	Valle del Cauca	Cali	BF.10	GRA
hCoV-19/Colombia/VAC-CSB-31573352/2022	ncov	2022-08-14	South America	Colombia	Valle del Cauca	Cali	BA.2	GRA
hCoV-19/Colombia/VAC-CSB-34524645/2022	ncov	2022-08-14	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-CSB-1072495139/2022	ncov	2022-01-17	South America	Colombia	Valle del Cauca	Cali	BA.5.2.1	GRA
hCoV-19/Colombia/VAC-CSB-31951627/2022	ncov	2022-08-21	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSB-31838930/2022	ncov	2022-08-24	South America	Colombia	Valle del Cauca	Cali	BA.4.6.5	GRA
hCoV-19/Colombia/VAC-CSB-1005893972/2022	ncov	2022-08-18	South America	Colombia	Valle del Cauca	Cali	BA.4.6	GRA
hCoV-19/Colombia/VAC-CSB-1428223/2022	ncov	2022-08-21	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-CSB-66655567/2022	ncov	2022-08-19	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-CSB-31399981/2022	ncov	2022-08-18	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-30740236/2022	ncov	2022-08-06	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-1085281034/2022	ncov	2022-08-08	South America	Colombia	Narino	Pasto	BA.5.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-27080926/2022	ncov	2022-07-29	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-27079007/2022	ncov	2022-08-05	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-36954014/2022	ncov	2022-08-14	South America	Colombia	Narino	Pasto	BA.4.1	GRA
hCoV-19/Colombia/RIS-SYNLAB-9760774/2022	ncov	2022-07-25	South America	Colombia	Risaralda	Belen de Umbria	BA.5.1	GRA
hCoV-19/Colombia/RIS-SYNLAB-18562200/2022	ncov	2022-07-24	South America	Colombia	Risaralda	Santa Rosa de Cabal	BF.10	GRA
hCoV-19/Colombia/VAC-SYNLAB-6182566/2022	ncov	2022-08-09	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115093231/2022	ncov	2022-08-08	South America	Colombia	Valle del Cauca	Buga	BF.8	GRA
hCoV-19/Colombia/VAC-SYNLAB-1115079794/2022	ncov	2022-08-11	South America	Colombia	Valle del Cauca	Buga	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-16880801/2022	ncov	2022-08-09	South America	Colombia	Valle del Cauca	Cali	BA.5.5	GRA
hCoV-19/Colombia/VAC-SYNLAB-1144087801/2022	ncov	2022-08-12	South America	Colombia	Valle del Cauca	Cali	BA.5.6	GRA
hCoV-19/Colombia/VAC-SYNLAB-14994387/2022	ncov	2022-08-14	South America	Colombia	Valle del Cauca	Cali	BA.5.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1059993037/2022	ncov	2022-08-13	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-14836322/2022	ncov	2022-08-13	South America	Colombia	Valle del Cauca	Cali	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-38940473/2022	ncov	2022-08-10	South America	Colombia	Valle del Cauca	Dagua	BA.4.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-29959145/2022	ncov	2022-08-19	South America	Colombia	Valle del Cauca	Darien	BA.5.2.47	GRA
hCoV-19/Colombia/VAC-SYNLAB-1116237957/2022	ncov	2022-08-24	South America	Colombia	Valle del Cauca	Yumbo	BA.5.8	GRA
hCoV-19/Colombia/un-LCO-31583887/2022	ncov	1905-07-14	South America	Colombia			BA.4.1	GRA
hCoV-19/Colombia/un-LCO-14800515/2022	ncov	2022-08-06	South America	Colombia			BA.5.6	GRA
hCoV-19/Colombia/un-NAR-Unilab-1089478255/2022	ncov	2022-08-09	South America	Colombia			BA.4.1	GRA
hCoV-19/Colombia/un-SDM-113468816/2022	ncov	1905-07-14	South America	Colombia			BA.4.6.5	GRA
hCoV-19/Colombia/un-CSB-31274393/2022	ncov	2022-08-12	South America	Colombia			BA.5.2.1	GRA
hCoV-19/Colombia/un-CSB-1062309992/2022	ncov	2022-08-16	South America	Colombia			BA.4.6	GRA
hCoV-19/Colombia/un-CSB-3094110/2022	ncov	2022-08-17	South America	Colombia			BA.4.1	GRA
hCoV-19/Colombia/un-CSB-79758450/2022	ncov	2022-08-18	South America	Colombia			BA.5.2.1	GRA
hCoV-19/Colombia/un-CSB-1140834751/2022	ncov	2022-08-18	South America	Colombia			BA.5.6	GRA
hCoV-19/Colombia/un-CSB-31968409/2022	ncov	2022-08-18	South America	Colombia			BA.5.2	GRA
hCoV-19/Colombia/un-CSB-31913246/2022	ncov	2022-08-22	South America	Colombia			BA.5.1	GRA
hCoV-19/Colombia/un-CSB-1144078239/2022	ncov	2022-08-22	South America	Colombia			BA.5.1	GRA
hCoV-19/Colombia/un-CSB-16730080/2022	ncov	2022-08-25	South America	Colombia			BA.5.6	GRA
hCoV-19/Colombia/un-CSB-31946953/2022	ncov	2022-08-18	South America	Colombia			BA.4.1	GRA
hCoV-19/Colombia/un-CSB-1037583352/2022	ncov	2022-08-23	South America	Colombia			BA.5.6	GRA
hCoV-19/Colombia/un-CSB-31999212/2022	ncov	2022-08-19	South America	Colombia			BA.4.4	GRA
hCoV-19/Colombia/un-CSB-25277417/2022	ncov	2022-08-19	South America	Colombia			BA.5.6	GRA
hCoV-19/Colombia/un-SYNLAB-1085317676/2022	ncov	1905-07-14	South America	Colombia			BA.5.1	GRA
hCoV-19/Colombia/ATL-LCSS-1140856512/2022	ncov	2022-11-15	South America	Colombia	Atlantico	Barranquilla	Unassigned	GRA
hCoV-19/Colombia/ATL-LCSS-23049813/2022	ncov	2022-11-18	South America	Colombia	Atlantico	Barranquilla	Unassigned	GRA
hCoV-19/Colombia/DC-LCSS-41434165/2022	ncov	2022-11-19	South America	Colombia	Bogota	Bogota D.C.	Unassigned	GRA
hCoV-19/Colombia/NAR-SYNLAB-1085263531/2022	ncov	2022-11-02	South America	Colombia	Narino	Pasto	BQ.1.1.4	GRA
hCoV-19/Colombia/VAC-AS-31294420/2022	ncov	2022-11-15	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-CSB-1105936699/2022	ncov	2022-11-16	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-CSB-16686596/2022	ncov	2022-11-14	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-CSB-31202843/2022	ncov	2022-11-14	South America	Colombia	Valle del Cauca	Cali	BQ.1.1.4	GRA
hCoV-19/Colombia/VAC-CSB-31875579/2022	ncov	2022-11-16	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-CSB-38877639/2022	ncov	2022-11-19	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-CSB-6107450/2022	ncov	2022-11-19	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-LCO-158960/2022	ncov	2022-11-15	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-LCO-4843040/2022	ncov	2022-11-10	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-LCO-71602964/2022	ncov	2022-11-10	South America	Colombia	Valle del Cauca	Cali	BQ.1.1	GRA
hCoV-19/Colombia/VAC-LCSS-4608568/2022	ncov	2022-11-20	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-LDAB-1006179125/2022	ncov	2022-11-30	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-1075242404/2022	ncov	2022-11-24	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-1102370762/2022	ncov	2022-11-30	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-1107064677/2022	ncov	2022-11-24	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-LDAB-1110287446/2022	ncov	2022-11-29	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-1118257008/2022	ncov	2022-11-29	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-1143830757/2022	ncov	2022-11-30	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-136626576/2022	ncov	2022-11-30	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-13747277/2022	ncov	2022-11-28	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-29054801/2022	ncov	2022-11-24	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-30740007/2022	ncov	2022-11-28	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-LDAB-31212487/2022	ncov	2022-12-14	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-31281456/2022	ncov	2022-11-24	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-31884224/2022	ncov	2022-12-05	South America	Colombia	Valle del Cauca	Cali	XBB	GRA
hCoV-19/Colombia/VAC-LDAB-31910608/2022	ncov	2022-12-12	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-31913884/2022	ncov	2022-12-12	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-31972695/2022	ncov	2022-11-30	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-31996174/2022	ncov	2022-12-14	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-36380040/2022	ncov	2022-11-29	South America	Colombia	Valle del Cauca	Cali	XBB.1	GRA
hCoV-19/Colombia/VAC-LDAB-38640370/2022	ncov	2022-11-30	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-38966614/2022	ncov	2022-11-27	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-6229265/2022	ncov	2022-11-24	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-66839756/2022	ncov	2022-11-28	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-66876716/2022	ncov	2022-12-06	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-79805200/2022	ncov	2022-12-12	South America	Colombia	Valle del Cauca	Cali	Unassigned	GR
hCoV-19/Colombia/VAC-LDAB-93379599/2022	ncov	2022-11-27	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
hCoV-19/Colombia/VAC-LDAB-94064832/2022	ncov	2022-11-29	South America	Colombia	Valle del Cauca	Cali	Unassigned	GRA
